name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
adyar,2024-02-09,88.4,75,81.1,95.9,75,84.9,73,77.2,0,0,0,,0,0,13.9,10.3,99.9,1015.2,40.7,3.3,276.4,23.9,9,10,2024-02-09T06:33:46,2024-02-09T18:12:51,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-02-10,89.6,77.7,82.8,98.2,77.7,87.9,73.3,73.8,0,0,0,rain,0,0,14.5,13.9,93.7,1016.2,43.2,3.4,236.5,20.4,9,10,2024-02-10T06:33:29,2024-02-10T18:13:11,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,remote,43277099999"
adyar,2024-02-11,87.8,76.4,81.4,94.2,76.4,84.4,71.6,72.7,0,0,0,rain,0,0,14.1,15,87.7,1016.7,51.2,3,239,20.8,9,10,2024-02-11T06:33:11,2024-02-11T18:13:31,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-02-12,87.7,73.1,80.2,93,73.1,82.8,70.6,73.3,0,0,0,,0,0,13.9,13.9,86.4,1016.2,51.5,3.5,278.8,24.1,9,10,2024-02-12T06:32:52,2024-02-12T18:13:50,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-02-13,88.4,75.1,81.4,95.9,75.1,85.5,72.8,75.8,0,0,0,rain,0,0,15.9,12.8,64.7,1015.6,51.5,3.3,149.7,13.1,6,10,2024-02-13T06:32:32,2024-02-13T18:14:09,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-02-14,89.6,77,82.2,96.4,77,86,72.4,73.3,0,0,0,,0,0,15.7,13.9,69.7,1014.8,40.7,3.4,280.1,24.2,10,10,2024-02-14T06:32:11,2024-02-14T18:14:27,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-02-15,87.8,75.2,81.1,94.2,75.2,84,71.5,73.7,0,0,0,,0,0,14.3,13.9,78.9,1014.7,49.1,3.4,272.3,23.6,9,10,2024-02-15T06:31:49,2024-02-15T18:14:44,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-02-16,89.6,75.2,82.2,94.9,75.2,86,71.7,71.5,0,0,0,,0,0,15.2,15,69,1014.9,40.7,3.3,276.8,24,9,10,2024-02-16T06:31:26,2024-02-16T18:15:01,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-02-17,89.6,75.2,81.6,93.6,75.2,84.5,71.3,72.5,0,0,0,,0,0,13.2,11.4,60.5,1013.8,29.8,3.3,282.9,24.4,10,10,2024-02-17T06:31:03,2024-02-17T18:15:17,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-02-18,87.9,74.2,81.2,94.2,74.2,84.4,72.1,75,0,0,0,,0,0,16.3,11.4,104.2,1013.1,28.1,3.2,290.8,25.1,10,10,2024-02-18T06:30:39,2024-02-18T18:15:33,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-02-19,89.7,75.2,82.4,96.4,75.2,86.8,72.6,73.6,0,0,0,,0,0,16.8,10.3,144.2,1013.3,31.7,3.4,287.4,24.7,10,10,2024-02-19T06:30:13,2024-02-19T18:15:48,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-02-20,88.5,76.1,82.4,97.8,76.1,87.1,73.4,74.9,0,0,0,,0,0,14.1,11.4,152,1012.7,32,3.2,287.3,24.7,10,10,2024-02-20T06:29:47,2024-02-20T18:16:02,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-02-21,91.4,75.2,82.8,102.7,75.2,87.4,73.1,73.8,0,0,0,,0,0,17.2,11.4,198.6,1011.3,27.4,3.3,288.8,25,10,10,2024-02-21T06:29:21,2024-02-21T18:16:16,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-02-22,91.4,78.4,83.6,102.7,78.4,90.3,75.3,76.8,0,0,0,,0,0,20.4,11.4,181.7,1011.4,39.1,3.2,285.5,24.6,10,10,2024-02-22T06:28:53,2024-02-22T18:16:30,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-02-23,93.2,79.9,85.3,107.8,79.9,95.6,77.4,78.2,0,0,0,,0,0,20.1,15,179.7,1010.9,43.4,3.3,240.9,20.8,10,30,2024-02-23T06:28:25,2024-02-23T18:16:43,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-02-24,89.6,81.4,84.7,102.6,87.2,93.9,76.1,75.9,0,0,0,,0,0,21.3,12.8,155.4,1011.4,48.9,3.4,285.8,24.7,10,10,2024-02-24T06:27:56,2024-02-24T18:16:55,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-02-25,88,79.1,83.7,95.9,79.1,89.6,73.1,71.1,0,0,0,,0,0,15.2,10.3,121.7,1011.4,43.9,3.5,289.4,24.9,10,10,2024-02-25T06:27:26,2024-02-25T18:17:07,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-02-26,88.8,79.1,83.5,97.8,79.1,90,74.1,73.8,0,0,0,rain,0,0,17.2,13.9,92.9,1012.5,48.2,3.7,134.8,11.8,5,10,2024-02-26T06:26:55,2024-02-26T18:17:19,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-02-27,89.6,78.8,83.4,97.8,78.8,89.1,73.8,73.5,0,0,0,rain,0,0,14.1,13.9,75.9,1012.9,48,3.6,287.3,24.8,10,10,2024-02-27T06:26:24,2024-02-27T18:17:29,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-02-28,90.3,77,83,100.3,77,87.6,73.6,74.2,0,0,0,,0,0,14.1,13.9,72.5,1012.1,38.8,3.5,299.5,26.1,10,10,2024-02-28T06:25:53,2024-02-28T18:17:40,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-02-29,91.4,75.2,82.9,98.7,75.2,87.6,72.9,73.1,0,0,0,,0,0,12.1,9.2,76.8,1012.3,27,3.2,291.4,25.3,10,10,2024-02-29T06:25:20,2024-02-29T18:17:50,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-03-01,91.4,77,83.6,98.2,77,88.5,73.1,72.5,0,0,0,,0,0,11.4,12.8,91,1013.2,29.5,3.2,287.8,24.9,10,10,2024-03-01T06:24:47,2024-03-01T18:17:59,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-03-02,91.4,77,83.2,102.7,77,89,74.4,75.8,0,0,0,,0,0,11,9.2,141.5,1012.6,41.4,3.1,221.9,19.2,8,10,2024-03-02T06:24:14,2024-03-02T18:18:09,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-03-03,91.4,77,83.9,99.3,77,88.6,72.5,70,0,0,0,,0,0,13,11.4,134.2,1012,32,3.4,301.3,26.1,10,10,2024-03-03T06:23:40,2024-03-03T18:18:17,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-03-04,89.6,75.1,82.2,98.2,75.1,86.3,72.1,72.3,0,0,0,,0,0,11.4,10.3,136.1,1011.8,34,3.3,302.7,26.4,10,10,2024-03-04T06:23:05,2024-03-04T18:18:26,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-03-05,88.3,75.2,82.4,95.9,75.2,87,72.8,73.5,0,0,0,,0,0,10.5,10.3,136.4,1011.8,34,3.4,301.3,26.2,10,10,2024-03-05T06:22:30,2024-03-05T18:18:34,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-03-06,91.4,75.2,82.9,102.7,75.2,88.3,73.5,74.2,0,0,0,,0,0,14.5,10.3,164.7,1011.8,36.7,3.4,271.8,23.6,9,10,2024-03-06T06:21:54,2024-03-06T18:18:41,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-03-07,93.2,77,83.8,105,77,89.2,73.6,72.7,0,0,0,,0,0,16.3,11.4,170.5,1010.9,39.4,3.4,285.4,24.7,9,10,2024-03-07T06:21:18,2024-03-07T18:18:48,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-03-08,93.2,75.2,84.5,104,75.2,91.2,74.3,72.7,0,0,0,,0,0,18.3,11.4,172.2,1011,27.6,3.4,303.3,26.5,10,10,2024-03-08T06:20:42,2024-03-08T18:18:55,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-03-09,91.4,78.7,84.4,107.8,78.7,92.7,76,76.4,0,0,0,,0,0,18.3,11.4,143.2,1011.3,36.5,3.1,302.8,26.3,10,10,2024-03-09T06:20:05,2024-03-09T18:19:02,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-03-10,92,78.8,85.2,100.5,78.8,92.9,74.7,72.1,0,0,0,,0,0,14.8,11,121.3,1013.3,36.8,3.9,303.8,26.5,10,10,2024-03-10T06:19:28,2024-03-10T18:19:08,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,remote,43277099999"
adyar,2024-03-11,91.9,80.6,85.5,102.7,86.2,94,75,71.6,0,0,0,,0,0,16.8,11.4,139.7,1014.4,31.4,3.4,302.5,26.3,10,10,2024-03-11T06:18:50,2024-03-11T18:19:14,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-03-12,93.2,78.7,84.6,107.5,78.7,91.9,75,73.8,0,0,0,,0,0,14.3,11.4,179.7,1007.1,31.1,3.6,306,26.5,10,10,2024-03-12T06:18:13,2024-03-12T18:19:20,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,VTZJ,43278099999,43277099999"
adyar,2024-03-13,94.1,78.1,85.4,105.8,78.1,92.5,75,72.5,0,0,0,,0,0,19.7,11.4,188,1012.6,30.9,3.4,304.3,26.3,10,10,2024-03-13T06:17:34,2024-03-13T18:19:25,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,VTZJ,43278099999,43277099999"
adyar,2024-03-14,93.2,78.8,84.8,107.5,78.8,92.5,75.3,74.3,0,0,0,,0,0,19,12.6,168.7,1012.4,35.5,3.6,306.9,26.6,10,10,2024-03-14T06:16:56,2024-03-14T18:19:31,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,VTZJ,43278099999,43277099999"
adyar,2024-03-15,91.4,78.8,84.5,102.7,78.8,91,73.9,71.4,0,0,0,,0,0,17.9,11.8,170.2,1012.1,30.2,3.7,308.8,26.6,10,10,2024-03-15T06:16:17,2024-03-15T18:19:36,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,VTZJ,43278099999,43277099999"
adyar,2024-03-16,91.4,80,85.2,107.8,84.9,94.8,76.3,75.3,0,0,0,rain,0,0,17.7,11.8,163.8,1012.5,42.1,3.6,272.5,23.8,10,30,2024-03-16T06:15:38,2024-03-16T18:19:40,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,VTZJ,43278099999,43277099999"
adyar,2024-03-17,90.3,80.1,84.7,100.3,84.4,92.4,74.5,72.2,0,0,0,,0,0,17.7,9.8,139.6,1012.9,39.6,3.7,310.8,27,10,10,2024-03-17T06:14:59,2024-03-17T18:19:45,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,VTZJ,43278099999,43277099999"
adyar,2024-03-18,91.4,77,84.5,105.1,77,91.7,74.7,73.3,0,0,0,,0,0,14.8,9.7,155.2,1012.6,34.5,3.7,311.6,27.1,10,10,2024-03-18T06:14:20,2024-03-18T18:19:49,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,VTZJ,43278099999,43277099999"
adyar,2024-03-19,91.4,78.1,84.5,105.1,78.1,92,75,74.1,0,0,0,,0,0,13.4,9.8,145.5,1012.1,29.5,3.7,313.8,27.1,10,5,2024-03-19T06:13:40,2024-03-19T18:19:54,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,VTZJ,43278099999,43277099999"
adyar,2024-03-20,90.4,77,84.3,100.3,77,91.2,74.4,72.8,0,0,0,,0,0,18.8,10.6,133.1,1012.3,36.3,3.4,312.5,27.1,10,30,2024-03-20T06:13:01,2024-03-20T18:19:58,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,VTZJ,43278099999,43277099999"
adyar,2024-03-21,91.1,82.2,85.6,102.6,88.9,95,75.6,72.5,0,0,0,rain,0,0,17.9,10.6,99.3,1012.3,42.7,3.8,298.9,25.8,10,30,2024-03-21T06:12:21,2024-03-21T18:20:02,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,VTZJ,43278099999,43277099999"
adyar,2024-03-22,91.5,80.6,85.9,102.7,86.2,95.4,75.9,72.9,0,0,0,,0,0,14.8,9.4,117,1010.6,44.2,3.5,313.2,27.1,10,30,2024-03-22T06:11:41,2024-03-22T18:20:06,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,VTZJ,43278099999,43277099999"
adyar,2024-03-23,92.1,78.8,85.3,102.7,78.8,93.1,75,72.3,0,0,0,,0,0,14.1,10.3,142.4,1009.5,35,3.4,316.8,27.2,10,10,2024-03-23T06:11:01,2024-03-23T18:20:10,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,VTZJ,43278099999,43277099999"
adyar,2024-03-24,91.4,78.2,85,105.1,78.2,92.9,74.9,72.5,0,0,0,,0,0,12.5,10.3,148.6,1011.4,36.8,3.5,312,27,10,10,2024-03-24T06:10:21,2024-03-24T18:20:14,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-03-25,90.3,77,84.3,100.3,77,90.8,74.3,72.8,0,0,0,,0,0,11.9,10.3,124.3,1011.7,38.3,3.6,316.2,27.3,10,5,2024-03-25T06:09:41,2024-03-25T18:20:17,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-03-26,91,76.8,84.2,98.2,76.8,89,72.7,69.7,0,0,0,,0,0,13,11.4,144.3,1012.2,31.4,3.8,320.4,27.7,10,5,2024-03-26T06:09:01,2024-03-26T18:20:21,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-03-27,92,78.7,85.5,105.1,78.7,94.2,75.6,73,0,0,0,,0,0,13.2,10.3,147.2,1013.4,29.5,3.7,318.1,27.3,10,10,2024-03-27T06:08:21,2024-03-27T18:20:25,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-03-28,93.1,78.7,86.1,107.5,78.7,96.4,76.7,74.2,0.004,100,4.17,rain,0,0,13,11.4,151.3,1011.2,37.5,3.3,318.8,27.3,10,30,2024-03-28T06:07:42,2024-03-28T18:20:29,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,VOMM
adyar,2024-03-29,94.9,80.5,86.7,115.8,85.9,99.1,77.8,75.5,0,0,0,,0,0,15.4,13.9,178.3,1010.3,26,3.5,317.9,27.4,10,10,2024-03-29T06:07:02,2024-03-29T18:20:32,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,VOMM
adyar,2024-03-30,94.9,78.7,86.9,109.7,78.7,95.5,75.3,70.6,0,0,0,,0,0,18.1,15,176.4,1011.3,25,3.4,323.1,27.9,10,10,2024-03-30T06:06:22,2024-03-30T18:20:36,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,AUCE"
adyar,2024-03-31,93.1,78.7,86.5,110.1,78.7,98,77.4,74.9,0,0,0,,0,0,15,11.4,138.8,1012.3,29.2,3.5,319.9,27.7,10,30,2024-03-31T06:05:42,2024-03-31T18:20:40,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,AUCE"
adyar,2024-04-01,93.1,82.3,87.2,110.1,90.6,99.8,77.9,74.7,0,0,0,,0,0,16.8,11,149.3,1010.1,40.6,3.5,317.6,27.5,10,30,2024-04-01T06:05:03,2024-04-01T18:20:44,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE"
adyar,2024-04-02,96.7,80.6,87.8,115,87.1,101,78.2,74.2,0,0,0,,0,0,16.3,14.5,175.9,1008.5,34.8,3.6,322,27.8,10,30,2024-04-02T06:04:24,2024-04-02T18:20:48,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
adyar,2024-04-03,98.6,81.7,88.6,113.5,89.8,101.7,77.9,72.6,0,0,0,,0,0,16.3,13,184.2,1005.5,42.4,3.9,322.3,27.8,10,60,2024-04-03T06:03:45,2024-04-03T18:20:52,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
adyar,2024-04-04,97.2,82.4,88.6,118.6,92.4,103.8,79.4,75.5,0,0,0,,0,0,16.3,10.6,190.5,1009.2,39.3,4.1,324.3,28,10,60,2024-04-04T06:03:06,2024-04-04T18:20:56,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
adyar,2024-04-05,95,82,87.7,113.5,90.9,101.2,78.5,75.4,0,0,0,,0,0,14.8,13,179.8,1008.8,37.3,3.9,321.9,27.9,10,30,2024-04-05T06:02:27,2024-04-05T18:21:00,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
adyar,2024-04-06,101.3,80.5,89.3,112.1,86.9,101.2,76.9,69.7,0,0,0,,0,0,17.7,10.6,205.8,1007.7,35.4,3.8,307.3,26.5,10,15,2024-04-06T06:01:49,2024-04-06T18:21:04,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
adyar,2024-04-07,100.4,80.6,88.6,121.1,87.1,101.3,77.8,72.8,0,0,0,,0,0,20.8,11.6,198.2,1007.3,31.4,3.7,326,28,10,10,2024-04-07T06:01:11,2024-04-07T18:21:09,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
adyar,2024-04-08,96.8,82,88.1,115.3,91.5,102.2,78.7,74.9,0,0,0,,0,0,19.2,14.7,166.2,1009,36,3.8,326,28.1,10,30,2024-04-08T06:00:33,2024-04-08T18:21:14,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
adyar,2024-04-09,93.2,83.1,87.4,110.4,92.2,98.9,76.8,71.6,0,0,0,,0,0,13.4,11.2,114,1010.2,38.1,3.8,321.6,27.9,10,10,2024-04-09T05:59:56,2024-04-09T18:21:19,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
adyar,2024-04-10,93.3,81.6,87.3,110.4,89.1,100,77.9,74.3,0,0,0,,0,0,12.3,11.4,113.7,1009.9,51.2,3.4,314,27.2,10,30,2024-04-10T05:59:18,2024-04-10T18:21:24,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
adyar,2024-04-11,95,82.3,88.2,110,90.6,100.6,77.3,71.1,0,0,0,,0,0,16.3,12.8,106.9,1009.7,40.6,3.7,316.4,27.3,10,30,2024-04-11T05:58:42,2024-04-11T18:21:29,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
adyar,2024-04-12,93.7,84.2,88.5,110.4,96.1,102.3,78.1,72,0,0,0,rain,0,0,14.3,13.1,113.1,1009.3,44.7,3.7,201.2,17.4,8,30,2024-04-12T05:58:05,2024-04-12T18:21:34,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
adyar,2024-04-13,95.6,82.4,88.4,112.9,90.9,101.9,78,72.5,0,0,0,,0,0,12.5,9.2,104.5,1010.2,36.8,3.5,317.6,27.6,10,30,2024-04-13T05:57:29,2024-04-13T18:21:40,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
adyar,2024-04-14,93.7,82.4,87.8,110.4,90.9,100.3,77.4,72,0,0,0,,0,0,12.8,10.3,100.8,1010.6,33.3,3.4,321.3,27.8,10,10,2024-04-14T05:56:54,2024-04-14T18:21:46,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
adyar,2024-04-15,94,81.4,87.7,110.4,88.6,100.2,77.6,73,0,0,0,,0,0,14.1,11.4,140,1011.1,38.9,3.5,323.5,28,10,10,2024-04-15T05:56:19,2024-04-15T18:21:52,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
adyar,2024-04-16,96.8,80.6,88.8,115.3,87.1,100.9,77.1,70.1,0,0,0,,0,0,15.9,13.9,193.6,1009.3,32.2,3.4,321.3,27.8,10,10,2024-04-16T05:55:44,2024-04-16T18:21:59,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999"
adyar,2024-04-17,98.6,82.4,89.1,121.1,90.9,105.1,79.5,74.3,0,0,0,,0,0,17.7,12.8,191.8,1008,33.1,3.5,284.7,24.5,9,30,2024-04-17T05:55:10,2024-04-17T18:22:05,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999"
adyar,2024-04-18,98.6,84.2,89.2,118.6,95.6,104.8,79.2,73.5,0,0,0,,0,0,21,18.8,192,1007,30,5,301.7,26.1,10,60,2024-04-18T05:54:36,2024-04-18T18:22:12,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,remote"
adyar,2024-04-19,97.2,82.7,89.3,122.3,92.2,106.3,80,75.1,0,0,0,,0,0,23.3,15,176.4,1004.5,30.6,6.2,308,26.9,10,75,2024-04-19T05:54:03,2024-04-19T18:22:20,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUYM,43278099999,remote,43277099999"
adyar,2024-04-20,98.6,85.2,90.3,124.8,100.2,108.2,80.3,73.7,0,0,0,rain,0,0,21,11.4,185,1005.7,47.9,3.8,296.3,25.7,10,75,2024-04-20T05:53:30,2024-04-20T18:22:27,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUYM,43278099999,43277099999"
adyar,2024-04-21,98.6,84.2,89.5,126.4,98.3,107.5,80.6,75.9,0,0,0,,0,0,17.9,13.9,173.5,1006.5,41.6,3.9,310.7,26.8,10,100,2024-04-21T05:52:58,2024-04-21T18:22:35,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUYM,43278099999,43277099999"
adyar,2024-04-22,96.9,82.4,88.7,118.6,92.4,103.4,78.9,74,0,0,0,,0,0,16.1,13.9,174.2,1007.4,33.5,3.7,300.3,26,10,60,2024-04-22T05:52:27,2024-04-22T18:22:43,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-04-23,98.6,82.2,88.6,112.1,91.1,100,76.7,70.3,0,0,0,,0,0,16.6,11.4,171.5,1006.8,35,3.9,327,28.5,10,8,2024-04-23T05:51:56,2024-04-23T18:22:51,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-04-24,98.6,82,88.5,118.6,89.8,101.8,78,72.7,0,0,0,,0,0,15.7,12.8,171.2,1006.3,29.8,3.9,324.2,28.2,10,15,2024-04-24T05:51:26,2024-04-24T18:23:00,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-04-25,96.8,83.4,88.9,119.8,94.2,104.7,79.4,74.3,0,0,0,,0,0,16.3,12.8,168.4,1006.5,37.6,3.9,323.2,28.1,10,15,2024-04-25T05:50:56,2024-04-25T18:23:09,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-04-26,96.8,82.4,88.7,118.6,92.1,103.2,78.7,73.3,0,0,0,,0,0,16.1,13.9,168.2,1006.3,30.8,3.9,309.9,26.9,10,30,2024-04-26T05:50:27,2024-04-26T18:23:19,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-04-27,95,82,88.3,112.9,90.8,101.7,78.3,73.5,0,0,0,,0,0,14.8,13.9,164.5,1006.7,37.3,3.8,326.6,28.3,10,15,2024-04-27T05:49:59,2024-04-27T18:23:28,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
adyar,2024-04-28,98.6,82.2,89.5,121.1,90.7,105,79.2,73,0,0,0,,0,0,17.7,15,181.8,1007,31.2,3.7,324.1,28.2,10,38,2024-04-28T05:49:31,2024-04-28T18:23:39,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
